0	0
0.1	0.00998334
0.2	0.0397339
0.3	0.0886561
0.4	0.155767
0.5	0.239713
0.6	0.338785
0.7	0.450952
0.8	0.573885
0.9	0.704994
1	0.841471
1.1	0.980328
1.2	1.11845
1.3	1.25263
1.4	1.37963
1.5	1.49624
1.6	1.59932
1.7	1.68583
1.8	1.75293
1.9	1.79797
2	1.81859
2.1	1.81274
2.2	1.77869
2.3	1.71512
2.4	1.62111
2.5	1.49618
2.6	1.3403
2.7	1.15393
2.8	0.937968
2.9	0.693825
3	0.423362
3.1	0.128903
3.2	-0.186794
3.3	-0.520557
3.4	-0.868836
3.5	-1.22774
3.6	-1.59307
3.7	-1.96039
3.8	-2.32505
3.9	-2.68228
4	-3.0272
4.1	-3.35493
4.2	-3.66061
4.3	-3.93951
4.4	-4.18705
4.5	-4.39888
4.6	-4.57098
4.7	-4.69964
4.8	-4.78159
4.9	-4.81402
5	-4.79462
5.1	-4.72166
5.2	-4.59397
5.3	-4.41102
5.4	-4.17294
5.5	-3.88048
5.6	-3.5351
5.7	-3.13892
5.8	-2.69471
5.9	-2.20589
6	-1.67651
6.1	-1.11121
6.2	-0.515176
6.3	0.105905
6.4	0.745891
6.5	1.39825
6.6	2.05615
6.7	2.71247
6.8	3.35994
6.9	3.99121
7	4.59888
7.1	5.17566
7.2	5.71439
7.3	6.20817
7.4	6.65042
7.5	7.03498
7.6	7.35618
7.7	7.60888
7.79999	7.78863
7.89999	7.89163
7.99999	7.91487
8.09999	7.85611
8.2	7.714
8.3	7.48804
8.4	7.17865
8.5	6.78716
8.6	6.31583
8.7	5.76785
8.8	5.14729
8.9	4.4591
9	3.70908
9.1	2.90381
9.2	2.0506
9.3	1.15743
9.4	0.232893
9.5	-0.713936
9.6	-1.67354
9.7	-2.63609
9.8	-3.59151
9.9	-4.52962
10	-5.44023
